17
36	2	2	907	Cold	Desert	VeryDry	Slimy_Podzolic	Gas,Gold,Saltpeter	CountryA	19,35,53,37,19,35,53,37
37	3	2	2515	Cold	Mount_Conifer	VeryDry	Slimy_Podzolic	Forest,Goats,Gas,Gold,Uranium,Saltpeter	CountryA	20,36,54,38,20,36,54,38
38	4	2	3695	Neutral	Alpine_Tundra	Dry	Slimy_Tundra	Forest,Black_Coal,Gas,Chromium,Silver,Uranium,Saltpeter	CountryA	21,37,55,39,21,37,55,39
39	5	2	3787	Neutral	Alpine_Tundra	NeutralDry	Slimy_Tundra	Forest,Brown_Coal,Oil,Chromium,Silver,Uranium,Saltpeter	CountryA	22,38,56,40,22,38,56,40
40	6	2	3450	Warm	Alpine_Tundra	Neutral	Slimy_Tundra	Forest,Brown_Coal,Oil,Chromium,Silver,Uranium,Saltpeter	CountryA	23,39,57,41,23,39,57,41
41	7	2	2601	VeryWarm	Mount_Conifer	NeutralWet	Red_Fulvous	Forest,Goats,Brown_Coal,Oil,Chromium,Silver,Uranium	CountryA	24,40,58,42,24,40,58,42
42	8	2	1707	Hot	Savanna	VeryWet	Red_Fulvous	Soil,Industrial_Crops,Brown_Coal,Oil,Silver,Uranium	CountryA	25,41,59,43,25,41,59,43
43	9	2	874	Hot	Jungle	Wet	Red_Soil	Soil,Cereal_Crops,Black_Coal,Oil,Titan	CountryA	26,42,60,44,26,42,60,44
44	10	2	0	Hot	Jungle	NeutralWet	Red_Soil	Soil,Cereal_Crops,Black_Coal,Titan	CountryA	27,43,61,45,27,43,61,45
45	11	2	-1239	Warm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	CountryA	28,44,62,46,28,44,62,46
46	12	2	-2554	Cold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	CountryA	29,45,63,47,29,45,63,47
47	13	2	-3806	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	Empty	30,46,64,48,30,46,64,48
48	14	2	-5155	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Copper	Empty	31,47,65,49,31,47,65,49
49	15	2	-6092	VeryCold	VeryDeep_Ocean	Wettest	Ocean	Water,Black_Coal,Copper	Empty	32,48,66,50,32,48,66,50
50	16	2	-6903	VeryCold	VeryDeep_Ocean	Wettest	Ocean	Water,Black_Coal,Gas,Copper,Saltpeter	Empty	33,49,67,33,49,67
51	0	3	673	VeryCold	Tundra	Driest	Slimy_Podzolic	Goats,Gas,Copper,Salt	CountryA	34,68,52,34,68,52
52	1	3	1418	VeryCold	Tundra	Driest	Slimy_Podzolic	Goats,Gas,Salt	CountryA	35,51,69,53,35,51,69,53
53	2	3	2659	VeryCold	Mount_Conifer	Driest	Slimy_Podzolic	Forest,Goats,Gas,Mercury	CountryA	36,52,70,54,36,52,70,54
54	3	3	4150	Cold	Alpine_Tundra	VeryDry	Slimy_Tundra	Forest,Gas,Mercury,Saltpeter	CountryA	37,53,71,55,37,53,71,55
55	4	3	5068	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Chromium,Mercury,Saltpeter	CountryA	38,54,72,56,38,54,72,56
56	5	3	4590	Neutral	Alpine_Tundra	NeutralDry	Slimy_Tundra	Forest,Brown_Coal,Oil,Chromium,Silver,Uranium,Saltpeter	CountryA	39,55,73,57,39,55,73,57
57	6	3	3242	Warm	Alpine_Tundra	Neutral	Slimy_Tundra	Forest,Brown_Coal,Oil,Chromium,Silver,Uranium,Saltpeter	CountryA	40,56,74,58,40,56,74,58
58	7	3	1548	VeryWarm	Savanna	Wet	Red_Fulvous	Soil,Industrial_Crops,Black_Coal,Oil,Chromium,Silver,Uranium	CountryA	41,57,75,59,41,57,75,59
59	8	3	85	VeryHot	Savanna	VeryWet	Red_Fulvous	Soil,Industrial_Crops,Black_Coal,Oil,Chromium,Silver,Uranium	CountryA	42,58,76,60,42,58,76,60
60	9	3	-858	Hot	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Titan	CountryA	43,59,77,61,43,59,77,61
61	10	3	-1499	VeryWarm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	CountryA	44,60,78,62,44,60,78,62
62	11	3	-2657	Neutral	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	CountryA	45,61,79,63,45,61,79,63
63	12	3	-3847	Cold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	Empty	46,62,80,64,46,62,80,64
64	13	3	-4581	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	Empty	47,63,81,65,47,63,81,65
65	14	3	-5163	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	Empty	48,64,82,66,48,64,82,66
66	15	3	-5897	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel	Empty	49,65,83,67,49,65,83,67
67	16	3	-6438	VeryCold	VeryDeep_Ocean	Wettest	Ocean	Water,Black_Coal,Gas,Nickel,Saltpeter	Empty	50,66,84,50,66,84
68	0	4	2564	VeryCold	Glacier	Driest	Arctic	Gas,Copper,Salt	CountryA	51,85,69,51,85,69
69	1	4	2975	VeryCold	Mount_Conifer	Driest	Slimy_Podzolic	Forest,Goats,Gas,Iron,Aluminium,Salt	CountryA	52,68,86,70,52,68,86,70
70	2	4	4162	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Silver,Salt	CountryA	53,69,87,71,53,69,87,71
71	3	4	5554	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Saltpeter	CountryA	54,70,88,72,54,70,88,72
72	4	4	7835	VeryCold	Glacier	Driest	Arctic	Gas,Chromium,Saltpeter	CountryA	55,71,89,73,55,71,89,73
73	5	4	5372	Cold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Oil,Chromium,Uranium	CountryA	56,72,90,74,56,72,90,74
74	6	4	3380	Warm	Alpine_Tundra	Neutral	Slimy_Tundra	Forest,Brown_Coal,Oil,Chromium,Uranium	CountryA	57,73,91,75,57,73,91,75
75	7	4	1067	VeryWarm	Savanna	Wet	Red_Fulvous	Soil,Industrial_Crops,Black_Coal,Oil,Chromium,Uranium	CountryA	58,74,92,76,58,74,92,76
76	8	4	-3513	VeryWarm	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Uranium	CountryA	59,75,93,77,59,75,93,77
77	9	4	-2033	VeryWarm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan,Uranium	CountryA	60,76,94,78,60,76,94,78
78	10	4	-2480	Warm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan,Uranium	CountryA	61,77,95,79,61,77,95,79
79	11	4	-3358	Neutral	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel,Uranium	CountryA	62,78,96,80,62,78,96,80
80	12	4	-5596	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel	Empty	63,79,97,81,63,79,97,81
81	13	4	-4756	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel	Empty	64,80,98,82,64,80,98,82
82	14	4	-5018	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Copper	Empty	65,81,99,83,65,81,99,83
83	15	4	-5463	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel	Empty	66,82,100,84,66,82,100,84
84	16	4	-6514	VeryCold	VeryDeep_Ocean	Wettest	Ocean	Water,Black_Coal,Oil,Copper	Empty	67,83,101,67,83,101
85	0	5	3094	VeryCold	Glacier	Driest	Arctic	Gas,Iron,Aluminium,Salt	CountryA	68,102,86,68,102,86
86	1	5	3758	VeryCold	Glacier	Driest	Arctic	Gas,Iron,Aluminium,Salt	CountryA	69,85,103,87,69,85,103,87
87	2	5	4833	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Aluminium,Salt,Saltpeter	CountryA	70,86,104,88,70,86,104,88
88	3	5	6070	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Salt,Saltpeter	CountryA	71,87,105,89,71,87,105,89
89	4	5	6631	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Titan,Saltpeter	CountryA	72,88,106,90,72,88,106,90
90	5	5	5682	Cold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Black_Coal,Gas,Chromium	CountryA	73,89,107,91,73,89,107,91
91	6	5	3830	Warm	Alpine_Tundra	Neutral	Slimy_Tundra	Forest,Black_Coal,Oil	CountryA	74,90,108,92,74,90,108,92
92	7	5	1684	VeryWarm	Savanna	Wet	Red_Fulvous	Soil,Industrial_Crops,Black_Coal,Oil,Uranium	CountryA	75,91,109,93,75,91,109,93
93	8	5	-144	VeryHot	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Uranium	CountryA	76,92,110,94,76,92,110,94
94	9	5	-1280	VeryWarm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan,Uranium	CountryA	77,93,111,95,77,93,111,95
95	10	5	-1817	VeryWarm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	CountryA	78,94,112,96,78,94,112,96
96	11	5	-2696	Neutral	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel	CountryA	79,95,113,97,79,95,113,97
97	12	5	-3504	Cold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Nickel	Empty	80,96,114,98,80,96,114,98
98	13	5	-3829	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	Empty	81,97,115,99,81,97,115,99
99	14	5	-4019	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	Empty	82,98,116,100,82,98,116,100
100	15	5	-4424	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Copper	Empty	83,99,117,101,83,99,117,101
101	16	5	-4765	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Copper	Empty	84,100,118,84,100,118
102	0	6	2961	VeryCold	Glacier	Driest	Arctic	Oil,Iron,Aluminium,Salt,Saltpeter	CountryA	85,119,103,85,119,103
103	1	6	3867	VeryCold	Glacier	Driest	Arctic	Gas,Iron,Aluminium,Salt,Saltpeter	CountryA	86,102,120,104,86,102,120,104
104	2	6	5343	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Aluminium,Saltpeter	CountryA	87,103,121,105,87,103,121,105
105	3	6	6253	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Saltpeter	CountryA	88,104,122,106,88,104,122,106
106	4	6	6938	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Titan,Saltpeter	CountryA	89,105,123,107,89,105,123,107
107	5	6	5991	Cold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Titan	CountryA	90,106,124,108,90,106,124,108
108	6	6	4575	Warm	Alpine_Tundra	Neutral	Slimy_Tundra	Forest,Black_Coal	CountryA	91,107,125,109,91,107,125,109
109	7	6	2726	VeryWarm	Mount_Conifer	NeutralWet	Red_Fulvous	Forest,Goats,Black_Coal,Titan	CountryA	92,108,126,110,92,108,126,110
110	8	6	1125	Hot	Savanna	VeryWet	Red_Fulvous	Soil,Cereal_Crops,Black_Coal,Titan	CountryA	93,109,127,111,93,109,127,111
111	9	6	247	Hot	Savanna	Wet	Red_Fulvous	Soil,Cereal_Crops,Black_Coal,Titan	CountryA	94,110,128,112,94,110,128,112
112	10	6	-813	VeryWarm	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Titan	CountryA	95,111,129,113,95,111,129,113
113	11	6	-1263	Warm	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	Empty	96,112,130,114,96,112,130,114
114	12	6	-1894	Neutral	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	Empty	97,113,131,115,97,113,131,115
115	13	6	-2333	VeryCold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	Empty	98,114,132,116,98,114,132,116
116	14	6	-2806	VeryCold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Silver	Empty	99,115,133,117,99,115,133,117
117	15	6	-3088	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Gas,Manganese,Copper	CountryB	100,116,134,118,100,116,134,118
118	16	6	-3358	VeryCold	Deep_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Manganese,Copper	Empty	101,117,135,101,117,135
119	0	7	2448	VeryCold	Glacier	Driest	Arctic	Oil,Chromium,Silver,Salt,Saltpeter	CountryA	102,136,120,102,136,120
120	1	7	3408	VeryCold	Glacier	Driest	Arctic	Black_Coal,Oil,Chromium,Aluminium	CountryA	103,119,137,121,103,119,137,121
121	2	7	4941	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Aluminium,Saltpeter	CountryA	104,120,138,122,104,120,138,122
122	3	7	6659	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Iron,Saltpeter	CountryA	105,121,139,123,105,121,139,123
123	4	7	7592	VeryCold	Glacier	Driest	Arctic	Gas,Sulfur	CountryA	106,122,140,124,106,122,140,124
124	5	7	6770	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Titan,Sulfur	CountryA	107,123,141,125,107,123,141,125
125	6	7	5107	Cold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Black_Coal,Sulfur	CountryA	108,124,142,126,108,124,142,126
126	7	7	3519	VeryWarm	Alpine_Tundra	Neutral	Slimy_Tundra	Forest,Black_Coal	CountryA	109,125,143,127,109,125,143,127
127	8	7	2178	Hot	Mount_Conifer	NeutralWet	Slimy_Podzolic	Forest,Goats,Black_Coal	CountryA	110,126,144,128,110,126,144,128
128	9	7	1260	VeryWarm	Savanna	Wet	Red_Fulvous	Soil,Cereal_Crops,Black_Coal	CountryA	111,127,145,129,111,127,145,129
129	10	7	650	VeryWarm	Savanna	NeutralWet	Red_Fulvous	Soil,Cereal_Crops,Black_Coal	CountryA	112,128,146,130,112,128,146,130
130	11	7	234	Warm	Savanna	Neutral	Red_Fulvous	Soil,Cereal_Crops,Black_Coal,Oil	CountryB	113,129,147,131,113,129,147,131
131	12	7	-176	Warm	Shallow_Ocean	VeryWet	Ocean	Water,Fish,Black_Coal	CountryB	114,130,148,132,114,130,148,132
132	13	7	-801	Neutral	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	CountryB	115,131,149,133,115,131,149,133
133	14	7	-1379	VeryCold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Silver	CountryB	116,132,150,134,116,132,150,134
134	15	7	-1766	VeryCold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Manganese,Silver	CountryB	117,133,151,135,117,133,151,135
135	16	7	-1959	VeryCold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Manganese	CountryB	118,134,152,118,134,152
136	0	8	974	VeryCold	Cold_Desert	Driest	Arctic	Black_Coal,Oil,Iron,Salt,Saltpeter	CountryA	119,153,137,119,153,137
137	1	8	2462	VeryCold	Mount_Conifer	Driest	Slimy_Tundra	Forest,Sheep,Black_Coal,Chromium,Saltpeter	CountryA	120,136,154,138,120,136,154,138
138	2	8	4354	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Gas,Chromium,Aluminium,Saltpeter	CountryA	121,137,155,139,121,137,155,139
139	3	8	6491	VeryCold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Black_Coal,Gas,Chromium,Saltpeter	CountryA	122,138,156,140,122,138,156,140
140	4	8	10000	VeryCold	Glacier	Driest	Arctic	Gas,Iron,Nickel,Sulfur	CountryA	123,139,157,141,123,139,157,141
141	5	8	7133	VeryCold	Glacier	Driest	Arctic	Gas,Nickel,Sulfur	CountryA	124,140,158,142,124,140,158,142
142	6	8	5565	Cold	Alpine_Tundra	Driest	Slimy_Tundra	Forest,Black_Coal,Sulfur	CountryB	125,141,159,143,125,141,159,143
143	7	8	4055	VeryWarm	Alpine_Tundra	NeutralWet	Slimy_Tundra	Forest,Black_Coal,Nickel	CountryA	126,142,160,144,126,142,160,144
144	8	8	2810	Hot	Mount_Conifer	Wet	Slimy_Podzolic	Forest,Goats,Black_Coal,Nickel,Graphite	CountryA	127,143,161,145,127,143,161,145
145	9	8	2164	VeryWarm	Mount_Conifer	NeutralWet	Slimy_Podzolic	Forest,Goats,Black_Coal,Nickel	CountryA	128,144,162,146,128,144,162,146
146	10	8	1649	Warm	Savanna	NeutralWet	Red_Fulvous	Soil,Cereal_Crops,Black_Coal	CountryB	129,145,163,147,129,145,163,147
147	11	8	1258	Warm	Savanna	NeutralWet	Red_Fulvous	Soil,Cereal_Crops,Black_Coal	CountryB	130,146,164,148,130,146,164,148
148	12	8	1092	Neutral	Savanna	Neutral	Red_Fulvous	Soil,Cereal_Crops,Black_Coal	CountryB	131,147,165,149,131,147,165,149
149	13	8	374	Neutral	Desert	Dry	Fulvous	Black_Coal	CountryB	132,148,166,150,132,148,166,150
150	14	8	-145	Neutral	Shallow_Ocean	NeutralWet	Ocean	Water,Fish,Black_Coal,Oil,Silver	CountryB	133,149,167,151,133,149,167,151
151	15	8	-651	VeryCold	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Manganese,Silver	CountryB	134,150,168,152,134,150,168,152
152	16	8	-754	VeryCold	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal,Oil,Manganese	CountryB	135,151,169,135,151,169
153	0	9	37	VeryCold	Cold_Desert	Driest	Arctic	Salt	CountryA	136,170,154,136,170,154
154	1	9	1113	VeryCold	Cold_Desert	Driest	Arctic	Black_Coal,Aluminium	CountryA	137,153,171,155,137,153,171,155
155	2	9	2879	VeryCold	Mount_Conifer	Driest	Slimy_Podzolic	Forest,Sheep,Saltpeter	CountryA	138,154,172,156,138,154,172,156
156	3	9	4950	Cold	Krummholz	VeryDry	Slimy_Podzolic	Forest,Gas,Saltpeter	CountryA	139,155,173,157,139,155,173,157
157	4	9	6374	VeryCold	Krummholz	Driest	Slimy_Podzolic	Forest,Gas,Nickel,Saltpeter	CountryA	140,156,174,158,140,156,174,158
158	5	9	6197	VeryCold	Krummholz	Driest	Slimy_Podzolic	Forest,Gas,Nickel,Sulfur	CountryB	141,157,175,159,141,157,175,159
159	6	9	5241	Cold	Alpine_Tundra	VeryDry	Slimy_Tundra	Forest,Chromium,Lead,Sulfur	CountryB	142,158,176,160,142,158,176,160
160	7	9	4325	VeryWarm	Krummholz	NeutralWet	Slimy_Podzolic	Forest,Lead,Graphite	CountryB	143,159,177,161,143,159,177,161
161	8	9	3530	Hot	Krummholz	Wet	Slimy_Podzolic	Forest,Nickel,Graphite	CountryB	144,160,178,162,144,160,178,162
162	9	9	2937	VeryWarm	Mount_Conifer	Wet	Slimy_Podzolic	Forest,Goats,Black_Coal,Nickel,Graphite	CountryB	145,161,179,163,145,161,179,163
163	10	9	2471	Warm	Mount_Conifer	NeutralWet	Slimy_Podzolic	Forest,Goats,Black_Coal,Graphite	CountryB	146,162,180,164,146,162,180,164
164	11	9	2058	Neutral	Mount_Conifer	Neutral	Slimy_Podzolic	Forest,Goats,Black_Coal	CountryB	147,163,181,165,147,163,181,165
165	12	9	1609	Neutral	Savanna	Neutral	Red_Fulvous	Soil,Cereal_Crops,Black_Coal,Silver,Uranium	CountryB	148,164,182,166,148,164,182,166
166	13	9	1035	Cold	Desert	Dry	Fulvous	Black_Coal,Uranium	CountryB	149,165,183,167,149,165,183,167
167	14	9	468	Cold	Desert	VeryDry	Fulvous	Black_Coal,Uranium	CountryB	150,166,184,168,150,166,184,168
168	15	9	40	Cold	Tundra	Driest	Fulvous	Goats,Black_Coal,Silver	CountryB	151,167,185,169,151,167,185,169
169	16	9	-298	VeryCold	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	CountryB	152,168,186,152,168,186
170	0	10	-2964	VeryCold	MidDepth_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	Empty	153,187,171,153,187,171
171	1	10	-945	VeryCold	Shallow_Ocean	Wettest	Ocean	Water,Fish,Black_Coal	CountryA	154,170,188,172,154,170,188,172
172	2	10	1098	Cold	Desert	VeryDry	Slimy_Podzolic	Black_Coal,Aluminium,Saltpeter	CountryA	155,171,189,173,155,171,189,173
173	3	10	2894	Cold	Mount_Conifer	VeryDry	Slimy_Podzolic	Forest,Goats,Gas,Saltpeter	CountryA	156,172,190,174,156,172,190,174
174	4	10	4349	Neutral	Krummholz	Dry	Slimy_Podzolic	Forest,Nickel,Phosphorus,Saltpeter	CountryA	157,173,191,175,157,173,191,175
175	5	10	4731	Neutral	Krummholz	NeutralDry	Slimy_Podzolic	Forest,Nickel,Phosphorus,Saltpeter	CountryB	158,174,192,176,158,174,192,176
176	6	10	4876	Warm	Krummholz	Neutral	Slimy_Podzolic	Forest,Chromium,Lead,Graphite,Sulfur	CountryB	159,175,193,177,159,175,193,177
177	7	10	4410	VeryWarm	Krummholz	NeutralWet	Slimy_Podzolic	Forest,Chromium,Mercury,Graphite	CountryB	160,176,194,178,160,176,194,178
178	8	10	4049	VeryWarm	Krummholz	Wet	Slimy_Podzolic	Forest,Chromium,Mercury,Graphite	CountryB	161,177,195,179,161,177,195,179
179	9	10	3552	VeryWarm	Krummholz	Wet	Slimy_Podzolic	Forest,Mercury,Graphite	CountryB	162,178,196,180,162,178,196,180
180	10	10	3239	Warm	Krummholz	NeutralWet	Slimy_Podzolic	Forest,Black_Coal	CountryB	163,179,197,181,163,179,197,181
181	11	10	2678	Neutral	Mount_Conifer	Neutral	Slimy_Podzolic	Forest,Goats,Black_Coal	CountryB	164,180,198,182,164,180,198,182
182	12	10	2252	Neutral	Mount_Conifer	NeutralDry	Slimy_Podzolic	Forest,Goats,Black_Coal	CountryB	165,181,199,183,165,181,199,183
