CountryA
CountryA
City	C1	1	14
Industry	Car_Machinery	0	0
Industry	Instrument_Machinery	0	0
Industry	Light_Industry	0	0
Industry	Food_Industry_Crops	0	0
Industry	Food_Industry_Meat	0	0
Industry	Thermal_Energy	0	0
Industry	Water_Energy	0	0
Industry	Atomic_Energy	0	0
Industry	Military_Infantry	0	0
Industry	Military_Ground	0	0
Industry	Military_Sea	0	0
Industry	Military_Air	0	0
CountryE
Industry	Oil_Industry	0	0
Industry	Gas_Industry	0	0
Industry	Coal_Industry	0	0
Industry	Uranium_Industry	0	0
Industry	Black_Metallurgy	0	0
Industry	Color_Metallurgy	0	0
Industry	Chemical_Industry	0	0
Industry	Forest_Industry	0	0
Industry	Crops_Farming	0	0
Industry	Animal_Farming	0	0
Industry	Metalwork	0	0
Industry	Heavy_Machinery	0	0
Industry	Electronic_Machinery	0	0
Industry	Railway_Machinery	0	0
Industry	Sea_Machinery	0	0
Industry	Air_Machinery	0	0
Industry	Farming_Machinery	0	0
Industry	Car_Machinery	0	0
Industry	Instrument_Machinery	0	0
Industry	Light_Industry	0	0
Industry	Food_Industry_Crops	0	0
Industry	Food_Industry_Meat	0	0
Industry	Thermal_Energy	0	0
Industry	Water_Energy	0	0
Industry	Atomic_Energy	0	0
Industry	Military_Infantry	0	0
Industry	Military_Ground	0	0
Industry	Military_Sea	0	0
Industry	Military_Air	0	0
CountryF
Industry	Oil_Industry	0	0
Industry	Gas_Industry	0	0
Industry	Coal_Industry	0	0
Industry	Uranium_Industry	0	0
Industry	Black_Metallurgy	0	0
Industry	Color_Metallurgy	0	0
Industry	Chemical_Industry	0	0
Industry	Forest_Industry	0	0
Industry	Crops_Farming	0	0
Industry	Animal_Farming	0	0
Industry	Metalwork	0	0
Industry	Heavy_Machinery	0	0
Industry	Electronic_Machinery	0	0
Industry	Railway_Machinery	0	0
Industry	Sea_Machinery	0	0
Industry	Air_Machinery	0	0
Industry	Farming_Machinery	0	0
Industry	Car_Machinery	0	0
Industry	Instrument_Machinery	0	0
Industry	Light_Industry	0	0
Industry	Food_Industry_Crops	0	0
Industry	Food_Industry_Meat	0	0
Industry	Thermal_Energy	0	0
Industry	Water_Energy	0	0
Industry	Atomic_Energy	0	0
Industry	Military_Infantry	0	0
Industry	Military_Ground	0	0
Industry	Military_Sea	0	0
Industry	Military_Air	0	0
CountryG
Industry	Oil_Industry	0	0
Industry	Gas_Industry	0	0
Industry	Coal_Industry	0	0
Industry	Uranium_Industry	0	0
Industry	Black_Metallurgy	0	0
Industry	Color_Metallurgy	0	0
Industry	Chemical_Industry	0	0
Industry	Forest_Industry	0	0
Industry	Crops_Farming	0	0
Industry	Animal_Farming	0	0
Industry	Metalwork	0	0
Industry	Heavy_Machinery	0	0
Industry	Electronic_Machinery	0	0
Industry	Railway_Machinery	0	0
Industry	Sea_Machinery	0	0
Industry	Air_Machinery	0	0
Industry	Farming_Machinery	0	0
Industry	Car_Machinery	0	0
Industry	Instrument_Machinery	0	0
Industry	Light_Industry	0	0
Industry	Food_Industry_Crops	0	0
Industry	Food_Industry_Meat	0	0
Industry	Thermal_Energy	0	0
Industry	Water_Energy	0	0
Industry	Atomic_Energy	0	0
Industry	Military_Infantry	0	0
Industry	Military_Ground	0	0
Industry	Military_Sea	0	0
Industry	Military_Air	0	0
CountryH
Industry	Oil_Industry	0	0
Industry	Gas_Industry	0	0
Industry	Coal_Industry	0	0
Industry	Uranium_Industry	0	0
Industry	Black_Metallurgy	0	0
Industry	Color_Metallurgy	0	0
Industry	Chemical_Industry	0	0
Industry	Forest_Industry	0	0
Industry	Crops_Farming	0	0
Industry	Animal_Farming	0	0
Industry	Metalwork	0	0
Industry	Heavy_Machinery	0	0
Industry	Electronic_Machinery	0	0
Industry	Railway_Machinery	0	0
Industry	Sea_Machinery	0	0
Industry	Air_Machinery	0	0
Industry	Farming_Machinery	0	0
Industry	Car_Machinery	0	0
Industry	Instrument_Machinery	0	0
Industry	Light_Industry	0	0
Industry	Food_Industry_Crops	0	0
Industry	Food_Industry_Meat	0	0
Industry	Thermal_Energy	0	0
Industry	Water_Energy	0	0
Industry	Atomic_Energy	0	0
Industry	Military_Infantry	0	0
Industry	Military_Ground	0	0
Industry	Military_Sea	0	0
Industry	Military_Air	0	0
